Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
6.1237E-9,0.000000612,0.000025402,1,0,0
6.20988E-9,0.000001233,0.000025759,0.999900567,0,0
1.08019E-8,0.00000333,0.000044806,0.9997017,0,0
1.43059E-8,0.000010695,0.00005934,0.999105101,0,0
2.06281E-8,0.000026576,0.000085561,0.998210202,0,0
2.48854E-8,0.000051934,0.000103218,0.997116436,0,0
3.76186E-8,0.000102046,0.000156024,0.995525505,0,0
7.46508E-8,0.000257101,0.000309569,0.992641941,0,0
1.33674E-7,0.000504879,0.000554197,0.990056677,0,0
2.4078E-7,0.001005101,0.0009978,0.98737198,0,0
5.03839E-7,0.002539626,0.002085655,0.982897484,0,0
8.65972E-7,0.005024844,0.003579348,0.979119022,0,0
1.64191E-6,0.010053212,0.006764863,0.975141692,0,0
2.62257E-6,0.025252157,0.010761805,0.968181366,0,0
3.59856E-6,0.05000614,0.014707897,0.960525007,0,0
4.8634E-6,0.100307407,0.019775279,0.948791886,0,0
6.21072E-6,0.200184351,0.025116096,0.931092771,0,0
7.41E-6,0.300075805,0.029821343,0.916376653,0,0.034482759
8.57477E-6,0.400089307,0.034347904,0.903947499,0,0.034482759
9.63032E-6,0.500851869,0.038413689,0.892910411,0,0.034482759
1.04472E-5,0.600647033,0.041536579,0.883066521,0,0.034482759
1.11857E-5,0.700315559,0.044342929,0.873918664,0,0.034482759
1.14601E-5,0.750202539,0.045381188,0.869543601,0,0.034482759
1.17576E-5,0.800180754,0.046504426,0.865267973,0,0.034482759
1.22814E-5,0.900153648,0.048475753,0.857015014,0,0.034482759
1.28882E-5,1.000968967,0.050749155,0.849060356,0,0.034482759
1.34604E-5,1.101272701,0.05288332,0.84150343,0,0.034482759
1.40552E-5,1.200419123,0.055091258,0.834344238,0,0.034482759
1.4648E-5,1.300773833,0.05728197,0.827383912,0,0.034482759
1.52129E-5,1.400710239,0.059359858,0.820721885,0,0.068965517
1.57104E-5,1.501202364,0.061182161,0.814258725,0,0.068965517
1.70631E-5,1.751036532,0.066101926,0.799045441,0,0.068965517
1.81704E-5,2.00104786,0.070091,0.784925922,0,0.068965517
1.92636E-5,2.251767249,0.0739958,0.771601869,0,0.068965517
2.02202E-5,2.500683626,0.077385945,0.759073282,0,0.068965517
2.11776E-5,2.751386829,0.080754125,0.747041861,0,0.068965517
2.21461E-5,3.000671919,0.084136696,0.73560704,0,0.068965517
2.30346E-5,3.251959738,0.087217743,0.724569951,0.01754386,0.068965517
2.38739E-5,3.500540696,0.090109236,0.714030029,0.01754386,0.068965517
2.46704E-5,3.750610452,0.092836397,0.703788406,0.01754386,0.068965517
2.54925E-5,4.001663038,0.095634411,0.693845083,0.01754386,0.068965517
2.63471E-5,4.250464672,0.098524409,0.684299493,0.01754386,0.068965517
2.708E-5,4.501404366,0.100988239,0.674952769,0.035087719,0.068965517
2.7874E-5,4.751729497,0.10364251,0.665904345,0.035087719,0.068965517
2.8554E-5,5.000197688,0.105902996,0.657154221,0.035087719,0.068965517
2.93608E-5,5.252313116,0.108570482,0.64850353,0.035087719,0.068965517
3.00329E-5,5.501956444,0.110780697,0.640151139,0.035087719,0.068965517
3.07511E-5,5.75117914,0.113130103,0.631997614,0.035087719,0.068965517
3.13789E-5,6.002749754,0.115173687,0.623943522,0.035087719,0.068965517
3.19519E-5,6.253007181,0.117030631,0.616088297,0.035087719,0.103448276
3.26744E-5,6.501638792,0.119361163,0.608431938,0.035087719,0.103448276
3.33799E-5,6.752644848,0.121624722,0.600875012,0.035087719,0.103448276
3.39424E-5,7.00180406,0.123421381,0.593516953,0.035087719,0.103448276
3.45611E-5,7.251945778,0.125388919,0.586258328,0.035087719,0.137931034
3.52024E-5,7.503220132,0.127419352,0.579099135,0.035087719,0.137931034
3.58732E-5,7.752257352,0.129532735,0.572138809,0.035087719,0.172413793
3.65924E-5,8.002164454,0.131787432,0.565277916,0.035087719,0.172413793
3.71993E-5,8.253181019,0.133681046,0.558516456,0.035087719,0.172413793
3.79061E-5,8.500992934,0.135875858,0.551953863,0.035087719,0.172413793
3.85617E-5,8.753472515,0.137901821,0.54539127,0.035087719,0.172413793
3.92202E-5,9.002303115,0.139927124,0.539027543,0.052631579,0.172413793
3.99755E-5,9.251527555,0.142238694,0.532763249,0.052631579,0.172413793
4.0617E-5,9.501404571,0.144192118,0.526598389,0.052631579,0.172413793
4.13201E-5,9.751649245,0.146322827,0.520532962,0.052631579,0.172413793
4.1944E-5,10.001411089,0.14820466,0.514566968,0.052631579,0.172413793
4.25624E-5,10.250855048,0.150061902,0.508700408,0.052631579,0.172413793
4.32504E-5,10.504052861,0.15211852,0.502833847,0.052631579,0.172413793
4.39313E-5,10.752403335,0.154144435,0.497166153,0.052631579,0.172413793
4.44605E-5,11.004313598,0.155712156,0.491498459,0.052631579,0.172413793
4.49954E-5,11.250210455,0.157290812,0.486029631,0.052631579,0.172413793
4.58587E-5,11.504564832,0.159826286,0.48046137,0.052631579,0.172413793
4.64455E-5,11.753854123,0.161540864,0.475091976,0.052631579,0.172413793
4.70301E-5,12.001736759,0.163242238,0.469822015,0.052631579,0.172413793
4.75776E-5,12.252305242,0.164829444,0.464552053,0.052631579,0.206896552
4.81901E-5,12.501155133,0.16659808,0.459381525,0.052631579,0.206896552
4.8918E-5,12.753715307,0.168689728,0.454210997,0.052631579,0.206896552
4.96331E-5,13.004795204,0.170734682,0.449139903,0.052631579,0.206896552
5.02224E-5,13.254600268,0.172412413,0.444168241,0.052631579,0.206896552
5.07919E-5,13.502194514,0.174027428,0.439296013,0.052631579,0.206896552
5.14389E-5,13.752431312,0.175854225,0.434423784,0.052631579,0.206896552
5.22431E-5,14.001439844,0.178113951,0.429650989,0.052631579,0.206896552
5.29645E-5,14.254190768,0.180130435,0.424878194,0.052631579,0.206896552
5.37388E-5,14.504927846,0.182283669,0.420204832,0.052631579,0.206896552
5.45477E-5,14.754153214,0.184521138,0.415630904,0.070175439,0.206896552
5.54307E-5,15.002057012,0.186949896,0.411156408,0.070175439,0.206896552
5.60604E-5,15.252764063,0.188672918,0.406681913,0.070175439,0.206896552
5.67681E-5,15.501131609,0.19060064,0.402306851,0.070175439,0.206896552
5.73538E-5,15.752305049,0.192189201,0.397931789,0.070175439,0.206896552
5.80195E-5,16.000150114,0.193987281,0.39365616,0.070175439,0.206896552
5.87727E-5,16.251177622,0.196011907,0.389380531,0.070175439,0.206896552
5.95225E-5,16.505471675,0.198017285,0.385104902,0.087719298,0.206896552
6.01855E-5,16.750966056,0.199782408,0.38102814,0.087719298,0.24137931
6.0923E-5,17.005358184,0.201736741,0.376851944,0.087719298,0.275862069
6.16096E-5,17.250512948,0.203547303,0.372874615,0.087719298,0.275862069
6.23027E-5,17.504780383,0.205367076,0.368797852,0.105263158,0.275862069
6.28971E-5,17.755046909,0.206920779,0.364820523,0.105263158,0.275862069
6.34091E-5,18.001397553,0.208254501,0.360942627,0.105263158,0.275862069
6.41801E-5,18.250216144,0.210254337,0.357064731,0.105263158,0.275862069
6.48949E-5,18.502078473,0.212099262,0.353186835,0.105263158,0.275862069
6.5587E-5,18.750010403,0.213877663,0.349408372,0.105263158,0.275862069
6.64155E-5,19.00105674,0.215995601,0.34562991,0.105263158,0.275862069
6.71206E-5,19.254944912,0.217789514,0.341851447,0.105263158,0.275862069
6.77724E-5,19.504811022,0.219440172,0.338172417,0.122807018,0.275862069
6.86893E-5,19.750422181,0.221750842,0.334592821,0.122807018,0.275862069
6.96049E-5,20.006196208,0.22404431,0.330913791,0.122807018,0.275862069
7.04468E-5,20.251317775,0.226141492,0.327433628,0.122807018,0.275862069
7.12508E-5,20.506354456,0.228133544,0.323854032,0.122807018,0.275862069
7.196E-5,20.757131146,0.229882225,0.320373869,0.122807018,0.275862069
7.29132E-5,21.003461985,0.232220349,0.316993139,0.122807018,0.275862069
7.37984E-5,21.252689642,0.234378606,0.313612409,0.122807018,0.275862069
7.44907E-5,21.504736868,0.236058278,0.310231679,0.122807018,0.275862069
7.51948E-5,21.751671639,0.237759099,0.306950383,0.122807018,0.275862069
7.59258E-5,22.000937781,0.239516948,0.303669086,0.122807018,0.275862069
7.67767E-5,22.252935196,0.241552881,0.30038779,0.140350877,0.275862069
7.75475E-5,22.50764264,0.243387523,0.297106493,0.140350877,0.310344828
7.83818E-5,22.757075774,0.24536364,0.29392463,0.157894737,0.310344828
7.92172E-5,23.001533294,0.247332011,0.290842199,0.157894737,0.310344828
8.01108E-5,23.256389453,0.249426078,0.287660336,0.157894737,0.310344828
8.07611E-5,23.505955869,0.250942668,0.284577906,0.157894737,0.310344828
8.17323E-5,23.757745902,0.253196248,0.281495476,0.157894737,0.344827586
8.2414E-5,24.00387146,0.254770066,0.278512479,0.157894737,0.344827586
8.31099E-5,24.252086321,0.25636992,0.275529482,0.157894737,0.344827586
8.42673E-5,24.503305246,0.259015401,0.272546485,0.157894737,0.344827586
8.51241E-5,24.757401127,0.260961597,0.269563488,0.157894737,0.344827586
8.59549E-5,25.005425497,0.262839206,0.266679924,0.157894737,0.379310345
8.69701E-5,25.256249335,0.26512055,0.263796361,0.157894737,0.379310345
8.77672E-5,25.500768682,0.266901937,0.26101223,0.157894737,0.379310345
8.86219E-5,25.75674648,0.268802311,0.258128667,0.157894737,0.379310345
8.97421E-5,26.006220369,0.271278305,0.255344536,0.157894737,0.379310345
9.03387E-5,26.258495521,0.272590179,0.252560406,0.157894737,0.379310345
9.14064E-5,26.503831007,0.27492622,0.249875708,0.157894737,0.379310345
9.24389E-5,26.752150732,0.277170807,0.247191011,0.157894737,0.379310345
9.36666E-5,27.003657279,0.279821951,0.244506314,0.157894737,0.379310345
9.47067E-5,27.25800985,0.282052742,0.241821617,0.157894737,0.379310345
9.55241E-5,27.505339265,0.283796296,0.239236353,0.175438596,0.379310345
