X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
115.2666667,1.133333333,train,1.1784639312080762E-5,1.0721212133683922,0.042401136677323564
113.9,-2.316667,train,2.995885367238505E-4,55.02218544434172,0.5295553203399849
117.416667,5.433333,train,0.0018316625533798536,89.39281007707343,0.8731307852685531
117.383333,5.433333,train,0.0025354708949713203,94.26584092026097,0.9050022247421496
117.4,5.416667,train,0.002117848840783214,92.441818167215,0.8883607706012527
117.241111,5.441667,train,0.001975298007541307,91.1472767146513,0.8812607697291155
117.229167,5.468333,train,0.001996765164835339,91.6154786505434,0.8823871913337054
117.466667,5.183333,train,0.005978673233007929,99.24782260689855,0.9573810799588659
117.8,5.016667,train,7.79777878008086E-4,76.89151818009246,0.7455387184788003
113.05,2.65,train,1.5789634063621767E-4,36.98408201563005,0.372358514568265
114.666667,4.6,train,0.001147270049119825,83.56242641035774,0.8116993005359543
114.6,4.7,train,0.001697650559423694,88.76613183908358,0.8644730741479335
113.9044,-2.32366,train,1.285900823304536E-4,31.651693508473087,0.32576091767138077
113.54035,-2.20127,train,6.107982928557779E-5,14.521842516823035,0.1866586950381754
113.90193,-2.32475,train,2.0380189317888348E-4,44.75090936346544,0.4336677291637145
116.1993572,0.17668571,train,8.90363093003227E-5,22.421449967378724,0.2506767000994286
117.8061839,4.962314545,train,2.107516153053389E-4,45.795430836894226,0.4419207362541044
118.0978859,5.415035767,train,0.0015192527805749203,87.78485467143022,0.8509311795990508
117.271507,5.44932,train,0.00323584707413101,97.04548366147482,0.9240011629609086
117.290698,5.424314,train,0.005729780199718255,98.64995418775017,0.9556119538474152
117.232357,5.467402,train,0.0014164762363014691,86.301072369638,0.8418258890092046
117.364393,5.438179,train,0.002586388596575936,94.77861846912926,0.9066979327656344
117.42394,5.436985,train,0.002211436208098463,93.53143817054398,0.8925777911871345
112.33797,-1.00265,train,9.134871151579583E-5,23.077511632669616,0.2555235676313171
117.9666708,5.383329696,train,6.943746895883454E-4,74.63681236190136,0.7229137290295666
118.1500044,5.466665676,train,0.0017771795830242938,89.11998597472036,0.8697479633660123
116.8333333,-1.15,train,0.0019193130773012112,90.26477746141029,0.8782190276161238
112.1,-1.85,train,1.6375172204413226E-4,38.05172332018981,0.38090721611936934
112.033333,-2.933333,train,1.3126769838591945E-4,32.15186529079318,0.33030365616223983
116.966667,4.733333,train,5.390978130583534E-5,12.390124519458325,0.16843790699092134
115.5,5.333333,train,0.00119714631073511,84.19251677622712,0.8181175159183042
110.75,1.333333,train,4.092419801632183E-4,62.919320267410626,0.605934771533238
113.7,3.95,train,6.477219765160936E-5,15.623709432435154,0.1957338742423613
114.333,4.45,train,6.332788081487802E-4,71.95729684532408,0.7040919206147889
118.225,5.480277778,train,0.007521789686789928,99.99999984732877,0.9658256725440252
110.3333333,1.583333333,train,3.2608242237014065E-4,57.545746121151545,0.5506010438579694
117.041667,-1.025,train,3.82915519048133E-4,61.271305217006784,0.5899512039119873
117.1,0.266667,train,2.4188215854990098E-5,3.7888718393908936,0.08331119178951273
110.066667,-1.25,train,2.8739410770369623E-4,53.71660386517647,0.5191915030469616
109.616667,1.95,train,0.0012963147847850638,85.08380917146033,0.8296614798217186
111.15,1.083333,train,1.9814328034281842E-4,43.759170039163976,0.4267654707488884
111.433333,1.95,train,4.573890393218773E-5,10.048600112048794,0.1466524381395126
110.466667,1.716667,train,2.0942032536382544E-4,45.633287101491014,0.4403584663832509
111.583333,2.7,train,3.884693080881273E-4,61.564440097725196,0.5934300703650752
113.15,1.516667,train,3.9532476858059225E-5,8.263654504147262,0.12932634702403165
110.116667,-1.216667,train,1.1846647342778162E-4,29.44925060982721,0.30801394808419486
114.92,4.1,train,1.414139773479517E-4,33.81494060514292,0.34697580510741505
111.92,0.58,train,1.9905550902524896E-4,43.918436407010795,0.42788954121062006
110.5,-1.03,train,2.8846201653903338E-5,5.050791763237452,0.09778581681545447
110.36,-2.36,train,2.757053115039424E-4,52.862488972474665,0.5088195491789587
116.08,1.08,train,2.4288348611956005E-4,49.723670319984876,0.47714871004300613
115.1833,4.4833,train,2.178393984146939E-4,46.657343033698815,0.4500935703948056
116.716667,6.083333,train,2.0289154553243985E-4,44.56333761702096,0.4325685472576753
110.45,1.716,train,0.002720358832625616,95.84092430490924,0.9108833248296111
113.76,3.82,train,2.287983715165349E-4,48.075644544655006,0.4622694666298639
117.975,5.83,train,0.0010052742835587466,81.54086404907643,0.7906693779866013
116.833333,-1.133333,train,0.0018394418286059005,89.67004930199685,0.8735995141503515
117.04,-0.79,train,6.690499068168989E-4,73.50090445724743,0.7154103404950015
118.5833333,5.2,test,3.1829798116165533E-4,56.906221597768194,0.5446153364324712
117.25,5.483333,test,0.0010642861458899774,82.81102547831642,0.7999543128166008
118.251389,5.456667,test,0.0011170908271965515,83.1982284058141,0.8075909929368768
118.270833,5.504167,test,5.329257153031185E-4,68.16094992870622,0.6669297560041981
113.88526,-2.32809,test,2.9686415542072575E-4,54.737157671818046,0.5272788654207214
113.89892,-2.32832,test,3.9848048703946816E-4,62.202585412850624,0.5995541642974517
