X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
114.783333,4.0667,train,3.8473855587424613E-4,62.42509593697303,0.6147865618536694
111.5333333,2.666666667,train,3.1576682662363113E-4,57.859481133675466,0.5670726784801638
117.04,-0.79,train,2.1572576914249042E-4,47.76284183317953,0.47225891106642626
109.733333,1.766667,train,0.0015046465824094342,89.98738254373069,0.8619078183901142
110.733333,1.4,train,9.680281785106792E-4,82.93474658195035,0.8006201406657983
113.9,-2.316667,test,4.303758786201609E-4,65.89450150397465,0.640969038049581
117.229167,5.468333,test,0.0019468423393350176,92.98705964169704,0.8898174296591688
117.466667,5.183333,test,0.010677533781368738,100.0,0.977921189304925
114.666667,4.6,test,6.658393955628483E-4,75.69369017776494,0.7341853106009905
114.6,4.7,test,6.595954882372552E-4,75.46968660708174,0.7323425368837463
113.9044,-2.32366,test,8.557898352859731E-5,24.893200598116664,0.26199083784424254
113.54035,-2.20127,test,3.4016058684509666E-5,7.0315844218698365,0.12365616023657072
118.0978859,5.415035767,test,0.0021013690277177327,93.85399682297225,0.8970859856821032
117.290698,5.424314,test,0.0037459157174754513,98.70984233006097,0.9395358269559677
117.364393,5.438179,test,0.002066733832147996,93.52893986033432,0.8955414664724577
112.33797,-1.00265,test,4.729617591067433E-5,12.123508881923305,0.1640144225040858
117.9666708,5.383329696,test,5.445329001222956E-4,70.86743581418378,0.6931403279680255
118.1500044,5.466665676,test,0.0017029114702336828,91.53958704402908,0.8759917149695476
112.1,-1.85,test,6.054146192031832E-5,16.873751019249823,0.20072680750207306
116.966667,4.733333,test,1.1840778909199848E-4,32.56462164008175,0.3293885318777495
118.225,5.480277778,test,0.0027228831281326357,96.1932957839857,0.9186661230821964
117.041667,-1.025,test,8.139627278544005E-5,23.670628620860224,0.2524181128587685
117.1,0.266667,test,3.1754142983902904E-5,6.166636915695189,0.11639061013179085
111.15,1.083333,test,1.2409410392377762E-4,33.624053562737004,0.3398312620978704
111.433333,1.95,test,1.4801676536948468E-5,1.3279607347333267,0.05784809557516157
110.466667,1.716667,test,7.742682540227925E-5,22.46776625398394,0.24310094305246596
111.583333,2.7,test,2.8441337391975254E-4,54.78174369198334,0.5412416576956703
113.15,1.516667,test,3.556527593626641E-5,7.637939294749977,0.12856387876482103
114.92,4.1,test,5.98068366148784E-5,16.610755296817807,0.19877528891080598
110.5,-1.03,test,6.745596013511366E-6,0.24473570072598055,0.027220247959570124
116.08,1.08,test,1.450862191306702E-4,37.227550105609254,0.3757191887217568
116.716667,6.083333,test,1.7755405616673973E-4,42.72658028448635,0.4241374722508462
117.975,5.83,test,1.1427230911372505E-4,31.542031698483335,0.3215839391320105
116.833333,-1.133333,test,4.01039888051825E-4,63.97741528892314,0.6245660318041564
