Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
1.73323E-7,0.000017332,0.000768909,1,0,0
2.00461E-7,0.000037378,0.000889194,0.999900547,0,0
2.87236E-7,0.000066102,0.001273613,0.999801094,0,0
3.33729E-7,0.000131936,0.001479461,0.999602188,0,0
4.13225E-7,0.000285196,0.001831234,0.999204376,0,0
4.71335E-7,0.000508588,0.002088215,0.998707111,0,0
6.25729E-7,0.001059613,0.002770349,0.997712581,0,0
9.94507E-7,0.002597613,0.004395898,0.995822974,0,0
1.46959E-6,0.005117188,0.00648224,0.99373446,0,0
2.1601E-6,0.010123169,0.009499087,0.991049229,0,0
3.73218E-6,0.025255475,0.016299652,0.986176032,0,0
5.1417E-6,0.050284075,0.022318109,0.98050721,0,0
6.67669E-6,0.100549246,0.028789074,0.972053705,0,0
8.52873E-6,0.200667183,0.036483486,0.959025361,0,0
1.01634E-5,0.30022833,0.043174266,0.948483342,0,0
1.12259E-5,0.40105493,0.047473321,0.939134759,0,0
1.21128E-5,0.50081961,0.051032909,0.930681253,0,0
1.2904E-5,0.600879297,0.054185663,0.922725012,0.01754386,0
1.36001E-5,0.700239975,0.056942199,0.915266037,0.01754386,0
1.39001E-5,0.751132907,0.058125286,0.911586275,0.01754386,0
1.41495E-5,0.800263644,0.059106569,0.90810542,0.01754386,0
1.45596E-5,0.900800326,0.06071558,0.90114371,0.01754386,0
1.5013E-5,1.001300169,0.062488244,0.894380905,0.01754386,0
1.54773E-5,1.100621324,0.064296437,0.887916459,0.01754386,0
1.58598E-5,1.200961052,0.065780698,0.881551467,0.01754386,0
1.6307E-5,1.300807669,0.067510434,0.87538538,0.01754386,0
1.67928E-5,1.400276907,0.069382223,0.8694182,0.01754386,0
1.71563E-5,1.500419134,0.070777597,0.863550472,0.01754386,0
1.82672E-5,1.750146254,0.075016791,0.849527598,0.01754386,0
1.91789E-5,2.000705229,0.078466948,0.836200895,0.01754386,0
2.00034E-5,2.251589843,0.081565121,0.82347091,0.01754386,0
2.06896E-5,2.501748953,0.084127892,0.81123819,0.01754386,0
2.15004E-5,2.751054584,0.087137373,0.799502735,0.01754386,0
2.22017E-5,3.000310391,0.089724652,0.788165092,0.035087719,0.034482759
2.29062E-5,3.250673588,0.092308913,0.777125808,0.035087719,0.034482759
2.36949E-5,3.502325568,0.095184969,0.766384883,0.052631579,0.034482759
2.44617E-5,3.750314065,0.0979632,0.756141223,0.052631579,0.034482759
2.52019E-5,4.000961772,0.100629572,0.746096469,0.052631579,0.034482759
2.59609E-5,4.251683129,0.103346881,0.736350075,0.052631579,0.034482759
2.65046E-5,4.500941009,0.105283249,0.726902039,0.052631579,0.034482759
2.71403E-5,4.750373196,0.107537103,0.717652909,0.052631579,0.034482759
2.80088E-5,5.00128837,0.110597623,0.708602685,0.052631579,0.034482759
2.86726E-5,5.250735829,0.112922852,0.69985082,0.052631579,0.034482759
2.93719E-5,5.500312217,0.115359047,0.691297862,0.052631579,0.034482759
3.00385E-5,5.750080711,0.117669132,0.682943809,0.052631579,0.034482759
3.06155E-5,6.002014456,0.119658844,0.674689209,0.052631579,0.034482759
3.12599E-5,6.253015291,0.121870579,0.666633516,0.052631579,0.034482759
