X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
115.2666667,1.133333333,train,1.9164153877000902E-5,1.962080827323157,0.0902187185156444
113.9,-2.316667,train,3.2247991992042133E-4,68.7824352042766,0.6252827086286435
117.416667,5.433333,train,0.001122631686913827,93.67603442289946,0.8531372659375209
117.383333,5.433333,train,0.0013265723984191417,95.77304592650025,0.872844304418911
117.4,5.416667,train,0.0011565903937005653,94.03329937716614,0.8568319629559458
117.241111,5.441667,train,0.0010386419308793364,92.79661104352114,0.843124278469209
117.229167,5.468333,train,0.0010657626519056326,93.01699906067233,0.8465035669134331
117.466667,5.183333,train,0.0028839297460740666,99.61220459954086,0.937197567069955
117.8,5.016667,train,5.442627963169374E-4,83.439199645644,0.7379659775183919
113.05,2.65,train,1.7188669283248252E-4,45.6826873791466,0.4707401334978132
114.666667,4.6,train,8.451280908216762E-4,90.24248035055011,0.8138887937365799
114.6,4.7,train,0.001176078828020332,94.5914958232314,0.8588695388242159
113.9044,-2.32366,train,1.3084797983946433E-4,36.03133775827308,0.4037238844151448
113.54035,-2.20127,train,9.249403224616957E-5,24.28421252790402,0.32369012437526223
113.90193,-2.32475,train,2.064427504791545E-4,52.75596944977671,0.5164975830638758
116.1993572,0.17668571,train,9.959369838760679E-5,26.557319626957987,0.3400862354009133
117.8061839,4.962314545,train,2.1936890493711955E-4,55.25186639175749,0.5316441411754546
118.0978859,5.415035767,train,8.080977936829112E-4,89.69996910141356,0.8070063487093472
117.271507,5.44932,train,0.0015595017206410846,97.27336640851873,0.8897424256776925
117.290698,5.424314,train,0.00273462077527485,99.32381361244705,0.9339949149056467
117.232357,5.467402,train,7.079861404536652E-4,88.18573878735546,0.7855682232746163
117.364393,5.438179,train,0.001330535806917222,95.83503065433916,0.8731750388425864
117.42394,5.436985,train,0.0011998103008040272,94.80986523131621,0.8612737581348111
112.33797,-1.00265,train,1.1974453864962702E-4,32.483416559593465,0.3825713810009209
117.9666708,5.383329696,train,3.9396571812763014E-4,74.68595710786953,0.6708992528075017
118.1500044,5.466665676,train,9.960013363416057E-4,92.06879507847825,0.8374995231503216
116.8333333,-1.15,train,0.002681002461965483,99.0503625940275,0.9327636119383529
112.1,-1.85,train,2.0697083485747743E-4,52.89021608747201,0.5171355485897938
112.033333,-2.933333,train,1.576832514093019E-4,42.599582263921626,0.44931950295089107
116.966667,4.733333,train,6.570583338162336E-5,15.860106649968461,0.2537291714029575
