X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
115.2666667,1.133333333,train,6.953377600078845E-5,19.945634394315256,0.2840522335939049
118.5833333,5.2,train,2.2039844275470048E-4,59.96052280610471,0.5570443781297619
117.416667,5.433333,train,8.830085370597658E-4,92.67054243951276,0.8343910897536033
117.383333,5.433333,train,0.001038037746105835,94.11723295872287,0.8555518076720139
117.4,5.416667,train,9.321004559764363E-4,92.95038734861804,0.8417329363906909
117.25,5.483333,train,6.418317185209661E-4,88.03930163933663,0.7855090543621518
117.241111,5.441667,train,0.0011331879336879817,95.18350316305636,0.866056076598863
117.8,5.016667,train,5.087047478736276E-4,83.25641963473026,0.7437604189249679
118.251389,5.456667,train,7.117020339023291E-4,89.8234990579516,0.8024055795653663
118.270833,5.504167,train,1.620376267964277E-4,49.15325864948597,0.48040176650430166
113.05,2.65,train,2.729897771203027E-4,66.61890242030549,0.6090147514141164
113.88526,-2.32809,train,4.535391461905839E-4,81.01528099625132,0.7212800358043152
113.90193,-2.32475,train,2.1279457481971885E-4,58.81974202150482,0.5483646980020678
113.89892,-2.32832,train,6.206289885285635E-4,87.39529659190966,0.7797949377201006
116.7083601,0.527089473,train,1.0606548166293571E-4,34.53010229557474,0.37702261743392784
116.1993572,0.17668571,train,1.1910804161973133E-4,38.703919087613905,0.40462501221743186
117.8061839,4.962314545,train,3.05805226616239E-4,69.76499998957526,0.6356855593399016
117.22,5.2206,train,2.3197959570504136E-4,61.51487584775868,0.5696412780873563
117.2,5.2024,train,5.636085338233578E-4,85.49800131056804,0.7628010901024418
117.1536,5.2,train,2.7284193533596326E-4,66.59243519238287,0.6088857536273345
117.271507,5.44932,train,0.001366814233728105,97.24737070039124,0.8863487798872587
117.281003,5.410304,train,0.0012138263722419537,96.27536100200928,0.8738317204861362
117.24344,5.440809,train,0.0011256359519134771,95.09683479287285,0.8652785022824127
117.232357,5.467402,train,5.213351995068293E-4,83.88544011287455,0.7484064872310208
117.42394,5.436985,train,9.624942295328948E-4,93.26248566956941,0.8459608616836315
118.0500011,5.416667359,train,0.0022119857299421806,99.01549937416655,0.926585456520129
116.91559,4.75447,train,1.0439097244375708E-4,33.99431181336094,0.37329229896959804
116.8333333,-1.15,train,0.0012798484329674912,96.53063108677978,0.8795563101783581
112.033333,-2.933333,train,1.515968620091255E-4,46.88759186330082,0.4638041990481333
115.5,5.333333,train,6.123974087488683E-4,86.95904629527945,0.7774936337449371
116.95,5.1,train,2.065812221728469E-4,57.79202468178223,0.5410156201826146
110.75,1.333333,train,1.5898400957067252E-4,48.5090643675483,0.47565475093627974
113.7,3.95,train,1.819679943721737E-4,53.06739029588233,0.509391177030337
113.75,3.816667,train,1.2192591294984049E-4,39.58892821572784,0.4102702963198141
113.1666667,3.333333333,train,0.0011907003509792962,95.78981818130566,0.8716956602097367
114.333,4.45,train,0.0011548131898509986,95.50216929748183,0.8682338327346072
110.3333333,1.583333333,train,1.9538220673893998E-4,55.58730121282195,0.5271472730785308
115.816667,2.866667,train,5.5383096229257576E-5,13.254410445751754,0.24012628817232956
115.37,3.0,train,9.354609748715407E-5,30.25824437910487,0.3480078797009216
110.066667,-1.25,train,1.7407643166359482E-4,51.589157277485114,0.49830820022212546
114.216667,3.75,train,3.4236826051774845E-4,72.908454450509,0.6614192419455944
109.616667,1.95,train,0.0030231267458658137,99.57413444528525,0.9452040855791555
112.233333,1.65,train,8.480903932273002E-5,26.798484041156314,0.32610397587145484
110.116667,-1.216667,train,6.76207679948481E-5,19.051932488422725,0.2784131596907446
111.92,0.58,train,2.0649927556102383E-4,57.777197264286016,0.5409170963986132
110.36,-2.36,train,3.368918602477659E-4,72.42591328587892,0.6577988130395441
117.84193,4.970902,train,1.7550320836149435E-4,51.8564187588633,0.5003489084089727
