X,Y,Test or train,Raw prediction,Cumulative prediction,Logistic prediction
113.9,-2.316667,train,3.5139919615100734E-4,79.76083391084241,0.6898173955414718
118.5833333,5.2,train,3.3391298447291764E-4,78.55529759556593,0.678791440442013
117.25,5.483333,train,4.237272807047249E-4,84.751265229588,0.7283827782106415
117.229167,5.468333,train,6.608422073345113E-4,91.525038037469,0.8070349595506147
117.466667,5.183333,train,0.0023825890592582004,98.34450571391572,0.9378060759658333
118.251389,5.456667,train,0.0010909181043398163,95.01066853959986,0.8734836406082848
118.270833,5.504167,train,5.161516221166316E-4,88.59875312592223,0.7656202135220316
114.666667,4.6,train,9.302949607617932E-4,94.51375556286405,0.8548110629956047
114.6,4.7,train,8.500934681704781E-4,93.66183686544028,0.8432602926829185
113.9044,-2.32366,train,1.3947971432895495E-4,48.03571944849648,0.4688558802390298
113.54035,-2.20127,train,1.3584264706164423E-4,46.9831985242375,0.4622818093942199
113.88526,-2.32809,train,3.447358346766059E-4,79.2723472794885,0.6857062534063196
113.89892,-2.32832,train,4.1508290386409646E-4,84.09457023922255,0.7242857768855282
116.7083601,0.527089473,train,2.774275984261071E-4,72.87675285837098,0.6371239378333448
118.0978859,5.415035767,train,0.002717825388112967,99.13380918627168,0.9450560264359394
117.22,5.2206,train,3.4695429096870064E-4,79.39491900027609,0.6870870385627899
117.2,5.2024,train,5.213572519627801E-4,88.6871110686208,0.7674161416354849
117.1536,5.2,train,3.441959559779772E-4,79.24460767346363,0.6853683829371117
117.290698,5.424314,train,0.0016171212680451894,97.781920414368,0.9109869603759215
117.281003,5.410304,train,7.913831313327092E-4,93.28572960048898,0.8335675294654776
117.24344,5.440809,train,7.801600887663271E-4,92.96364029311196,0.831576548197412
117.364393,5.438179,train,7.903503976645556E-4,93.25666780871634,0.833386289875487
112.33797,-1.00265,train,9.105413650973532E-5,31.34644209496302,0.36558537109297484
117.9666708,5.383329696,train,4.0571180591084945E-4,83.58275071469778,0.7197024064701483
118.0500011,5.416667359,train,0.0012513898510031242,96.04843368005317,0.8878885689530059
118.1500044,5.466665676,train,0.0028429195632676987,99.69085602955127,0.9473463739217662
116.91559,4.75447,train,1.9935093180730308E-4,62.15934946466557,0.5578422771606969
112.1,-1.85,train,1.683201640897639E-4,55.439291539285264,0.5157974313192775
116.966667,4.733333,train,1.3877080465469886E-4,47.81394132822573,0.46758715451312766
116.95,5.1,train,2.905752165185551E-4,74.58383796968327,0.647759504255171
113.75,3.816667,train,1.319592365164365E-4,45.88144341767654,0.45508041844158204
113.1666667,3.333333333,train,2.549504092641507E-4,70.1935819253317,0.6173728009286392
118.225,5.480277778,train,0.0030914289896853326,99.99999874318296,0.9513731992318998
