Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
8.73673E-5,29.506602562,0.356053175,0.354649428,0.140350877,0.24137931
8.78323E-5,29.751996296,0.357271234,0.351864744,0.140350877,0.24137931
8.81946E-5,30.007244927,0.358217093,0.348980607,0.140350877,0.24137931
8.86429E-5,30.254807088,0.359383357,0.346195922,0.140350877,0.24137931
8.91011E-5,30.503821865,0.360571245,0.343411238,0.140350877,0.24137931
8.97425E-5,30.754336391,0.362226755,0.340626554,0.140350877,0.24137931
9.03107E-5,31.006394167,0.363686085,0.33784187,0.140350877,0.24137931
9.08099E-5,31.250930207,0.364962698,0.335156638,0.140350877,0.24137931
9.14623E-5,31.506059777,0.366623268,0.332371954,0.157894737,0.24137931
9.20849E-5,31.753956438,0.368200143,0.329686723,0.157894737,0.24137931
9.25521E-5,32.00325682,0.369378231,0.327001492,0.157894737,0.24137931
9.3243E-5,32.254170429,0.371112155,0.324316261,0.157894737,0.24137931
9.39002E-5,32.506827576,0.372752997,0.321631029,0.157894737,0.24137931
9.43474E-5,32.75157708,0.373864497,0.319045251,0.157894737,0.24137931
9.48804E-5,33.007087779,0.375184189,0.31636002,0.157894737,0.24137931
9.54927E-5,33.254596758,0.376693359,0.313774242,0.157894737,0.24137931
9.60008E-5,33.503558672,0.377940235,0.311188463,0.157894737,0.24137931
9.66738E-5,33.754072952,0.379583917,0.308602685,0.157894737,0.24137931
9.7543E-5,34.006599216,0.38169419,0.306016907,0.157894737,0.24137931
9.82027E-5,34.251460597,0.383286067,0.303530582,0.157894737,0.24137931
9.86799E-5,34.507395435,0.38443253,0.300944804,0.157894737,0.24137931
9.93012E-5,34.75481053,0.385918959,0.298458478,0.157894737,0.24137931
9.97377E-5,35.003615407,0.386958904,0.295972153,0.157894737,0.24137931
1.00543E-4,35.254072869,0.38886787,0.293485828,0.157894737,0.24137931
1.01307E-4,35.50663608,0.390667915,0.290999503,0.157894737,0.24137931
1.02207E-4,35.750554546,0.392776328,0.288612631,0.157894737,0.24137931
1.02898E-4,36.007040354,0.394384234,0.286126305,0.157894737,0.24137931
1.03469E-4,36.254741875,0.395707479,0.283739433,0.157894737,0.24137931
1.04037E-4,36.503711189,0.397017551,0.281352561,0.157894737,0.24137931
1.04913E-4,36.7544933,0.399025611,0.278965689,0.157894737,0.24137931
1.05807E-4,37.007229181,0.401061315,0.276578817,0.157894737,0.24137931
1.06578E-4,37.251402992,0.4028075,0.274291397,0.157894737,0.24137931
1.07242E-4,37.507942073,0.404303686,0.271904525,0.157894737,0.24137931
1.08032E-4,37.755565039,0.406072323,0.269617106,0.157894737,0.24137931
1.08665E-4,38.004752103,0.407481186,0.267329687,0.157894737,0.24137931
1.09279E-4,38.255351672,0.408842778,0.265042268,0.157894737,0.24137931
1.10045E-4,38.50763817,0.410532761,0.262754848,0.157894737,0.24137931
1.10641E-4,38.750525642,0.411838935,0.260566882,0.157894737,0.24137931
1.11216E-4,39.005782254,0.413095437,0.258279463,0.157894737,0.275862069
1.12041E-4,39.251357841,0.414888678,0.256091497,0.157894737,0.275862069
1.12775E-4,39.509967566,0.416473843,0.253804078,0.157894737,0.275862069
1.13555E-4,39.758779006,0.418150843,0.251616111,0.157894737,0.275862069
1.1416E-4,40.009312109,0.419443584,0.249428145,0.157894737,0.275862069
1.14945E-4,40.261373807,0.421112856,0.247240179,0.157894737,0.275862069
1.15636E-4,40.503536677,0.422575186,0.245151666,0.157894737,0.275862069
1.16309E-4,40.758685893,0.423992287,0.2429637,0.157894737,0.275862069
1.16612E-4,41.003281761,0.424628502,0.240875186,0.157894737,0.275862069
1.17566E-4,41.260899685,0.426620105,0.23868722,0.157894737,0.275862069
1.18206E-4,41.508568213,0.427947097,0.236598707,0.157894737,0.275862069
1.189E-4,41.757669915,0.429382228,0.234510194,0.157894737,0.275862069
1.19866E-4,42.008510398,0.431365687,0.232421681,0.157894737,0.275862069
1.20718E-4,42.261063358,0.433102972,0.230333168,0.157894737,0.275862069
1.21277E-4,42.503124866,0.434238294,0.228344107,0.157894737,0.275862069
1.21965E-4,42.758657463,0.435628024,0.226255594,0.157894737,0.275862069
1.22751E-4,43.003335074,0.437207607,0.224266534,0.157894737,0.275862069
1.23732E-4,43.26230644,0.439168457,0.222178021,0.157894737,0.275862069
1.24411E-4,43.51065513,0.440516119,0.220188961,0.157894737,0.275862069
1.25187E-4,43.760446344,0.442049185,0.218199901,0.157894737,0.310344828
1.2588E-4,44.011572754,0.44341131,0.21621084,0.157894737,0.310344828
1.26662E-4,44.251522911,0.444940032,0.214321233,0.157894737,0.310344828
1.27689E-4,44.50590641,0.446934946,0.212332173,0.157894737,0.310344828
1.28332E-4,44.762102598,0.448177877,0.210343113,0.157894737,0.310344828
1.29079E-4,45.006525493,0.44961421,0.208453506,0.157894737,0.310344828
1.29738E-4,45.252537613,0.450873999,0.206563899,0.157894737,0.310344828
1.30464E-4,45.512633647,0.452255271,0.204574838,0.157894737,0.310344828
1.31334E-4,45.76161394,0.453902066,0.202685231,0.157894737,0.310344828
1.32643E-4,46.01248986,0.456362061,0.200795624,0.175438596,0.310344828
1.33451E-4,46.25194338,0.45787,0.19900547,0.175438596,0.310344828
1.34205E-4,46.506073929,0.459268126,0.197115863,0.175438596,0.310344828
1.3517E-4,46.762101348,0.46104835,0.195226256,0.175438596,0.310344828
1.35913E-4,47.006323335,0.462411186,0.193436101,0.192982456,0.310344828
1.36884E-4,47.251897154,0.464180961,0.191645947,0.210526316,0.310344828
1.3777E-4,47.512762171,0.465786428,0.18975634,0.210526316,0.310344828
1.38605E-4,47.761569267,0.467290137,0.187966186,0.210526316,0.310344828
1.39397E-4,48.011735178,0.468708988,0.186176032,0.228070175,0.310344828
1.40265E-4,48.263424904,0.470253925,0.184385878,0.245614035,0.310344828
1.41158E-4,48.502891428,0.471834668,0.182695177,0.245614035,0.310344828
1.41937E-4,48.757641412,0.473206867,0.180905022,0.245614035,0.310344828
1.42747E-4,49.013854437,0.474626627,0.179114868,0.245614035,0.310344828
1.43626E-4,49.257276129,0.476156546,0.177424167,0.245614035,0.310344828
1.44464E-4,49.502067119,0.47760867,0.175733466,0.245614035,0.310344828
1.45234E-4,49.762759519,0.478934888,0.173943312,0.245614035,0.344827586
1.46457E-4,50.010635064,0.48102835,0.172252611,0.245614035,0.344827586
1.47259E-4,50.260414944,0.482391169,0.170561909,0.245614035,0.344827586
1.48305E-4,50.511751141,0.484158548,0.168871208,0.245614035,0.344827586
1.49168E-4,50.76469149,0.485608559,0.167180507,0.245614035,0.344827586
1.50137E-4,51.003995825,0.487225671,0.165589259,0.245614035,0.344827586
1.50702E-4,51.259676884,0.488164313,0.163898558,0.245614035,0.344827586
1.51733E-4,51.501567299,0.489867242,0.16230731,0.245614035,0.344827586
1.52465E-4,51.760421844,0.491069621,0.160616609,0.263157895,0.344827586
1.53488E-4,52.005136359,0.492741396,0.159025361,0.263157895,0.344827586
1.54431E-4,52.251524549,0.49427242,0.157434112,0.280701754,0.344827586
1.55911E-4,52.51555077,0.496657606,0.155743411,0.298245614,0.344827586
1.56835E-4,52.750123004,0.498134013,0.154251616,0.298245614,0.344827586
1.57814E-4,53.001824009,0.499690501,0.152660368,0.298245614,0.344827586
1.58642E-4,53.254866137,0.500998983,0.15106912,0.298245614,0.344827586
1.59674E-4,53.509537181,0.502620027,0.149477872,0.298245614,0.344827586
1.60457E-4,53.765656075,0.503841529,0.147886624,0.298245614,0.344827586
1.61304E-4,54.007152519,0.505158895,0.146394828,0.298245614,0.344827586
1.62068E-4,54.265810681,0.506339491,0.14480358,0.298245614,0.344827586
1.63675E-4,54.510278744,0.508806141,0.143311785,0.298245614,0.344827586
1.65075E-4,54.75696571,0.510934443,0.14181999,0.298245614,0.344827586
1.66358E-4,55.005620497,0.512868749,0.140328195,0.298245614,0.344827586
1.67333E-4,55.255912532,0.514328446,0.1388364,0.298245614,0.379310345
1.6869E-4,55.507993534,0.516345384,0.137344605,0.315789474,0.379310345
1.69696E-4,55.761933403,0.517830671,0.13585281,0.315789474,0.379310345
1.71396E-4,56.000670156,0.520318111,0.134460467,0.315789474,0.379310345
1.72542E-4,56.258694661,0.521982038,0.132968672,0.315789474,0.379310345
1.7328E-4,56.518056986,0.523046342,0.131476877,0.315789474,0.379310345
1.74414E-4,56.761589808,0.52467366,0.130084535,0.315789474,0.379310345
1.75067E-4,57.006301514,0.525604923,0.128692193,0.315789474,0.379310345
1.76835E-4,57.253001573,0.528110261,0.127299851,0.315789474,0.379310345
1.7823E-4,57.501873983,0.530068536,0.125907509,0.315789474,0.379310345
1.79991E-4,57.752836883,0.532516519,0.124515167,0.315789474,0.379310345
1.80804E-4,58.005399865,0.53363757,0.123122824,0.315789474,0.379310345
1.81908E-4,58.25924561,0.535152474,0.121730482,0.315789474,0.379310345
1.83555E-4,58.515198761,0.537394036,0.12033814,0.315789474,0.379310345
1.84448E-4,58.754463084,0.538600616,0.119045251,0.315789474,0.379310345
1.85813E-4,59.013544383,0.54043308,0.117652909,0.315789474,0.379310345
1.8694E-4,59.255912445,0.541933297,0.11636002,0.333333333,0.379310345
1.8806E-4,59.518531022,0.543415806,0.114967678,0.333333333,0.379310345
1.88656E-4,59.763318836,0.544201339,0.113674789,0.333333333,0.379310345
1.89547E-4,60.009171884,0.545369945,0.1123819,0.333333333,0.448275862
1.90437E-4,60.256113308,0.546531085,0.11108901,0.333333333,0.448275862
1.91921E-4,60.504899853,0.548454325,0.109796121,0.333333333,0.448275862
1.93151E-4,60.755216069,0.550035707,0.108503232,0.350877193,0.448275862
1.94104E-4,61.006806583,0.551253984,0.107210343,0.350877193,0.448275862
1.95504E-4,61.260261618,0.553030431,0.105917454,0.350877193,0.448275862
1.96759E-4,61.515354308,0.554612213,0.104624565,0.350877193,0.448275862
1.97406E-4,61.751882018,0.55542273,0.103431129,0.350877193,0.448275862
1.98576E-4,62.009310618,0.556881264,0.10213824,0.350877193,0.448275862
1.99915E-4,62.268561837,0.558538863,0.100845351,0.368421053,0.482758621
2.01453E-4,62.509560804,0.560428009,0.099651914,0.368421053,0.482758621
2.0307E-4,62.752395371,0.562396869,0.098458478,0.368421053,0.482758621
2.04234E-4,63.017217091,0.563802401,0.097165589,0.368421053,0.482758621
2.05587E-4,63.263147017,0.565425897,0.095972153,0.368421053,0.482758621
2.07624E-4,63.511255514,0.567847053,0.094778717,0.368421053,0.482758621
2.09083E-4,63.76140974,0.569564576,0.093585281,0.368421053,0.482758621
2.09802E-4,64.012757945,0.570405547,0.092391845,0.385964912,0.482758621
2.1113E-4,64.265270117,0.571951169,0.091198409,0.385964912,0.482758621
2.13259E-4,64.519967129,0.574406059,0.090004973,0.385964912,0.482758621
2.15066E-4,64.755683602,0.576467521,0.08891099,0.385964912,0.482758621
2.1717E-4,65.015194001,0.578842856,0.087717553,0.385964912,0.482758621
2.19412E-4,65.255474075,0.58134467,0.08662357,0.385964912,0.482758621
2.21213E-4,65.519730448,0.583332453,0.085430134,0.385964912,0.482758621
2.22564E-4,65.763900123,0.58481112,0.084336151,0.385964912,0.482758621
2.25203E-4,66.010530947,0.587671132,0.083242168,0.385964912,0.482758621
2.26469E-4,66.25899309,0.5890286,0.082148185,0.385964912,0.482758621
2.2844E-4,66.509156395,0.59112456,0.081054202,0.385964912,0.482758621
2.29476E-4,66.761142414,0.592217774,0.079960219,0.385964912,0.482758621
2.31174E-4,67.01441511,0.593996985,0.078866236,0.385964912,0.482758621
2.324E-4,67.269296727,0.5952721,0.077772253,0.385964912,0.482758621
2.33873E-4,67.502581127,0.596792888,0.076777723,0.385964912,0.482758621
2.35692E-4,67.76081778,0.598656194,0.075683739,0.385964912,0.482758621
2.37773E-4,68.021222739,0.600766272,0.074589756,0.385964912,0.482758621
2.39767E-4,68.260299255,0.602768155,0.073595226,0.403508772,0.482758621
2.42155E-4,68.501361554,0.605138297,0.072600696,0.403508772,0.482758621
2.43486E-4,68.768567012,0.60644733,0.071506713,0.403508772,0.517241379
2.45256E-4,69.01311649,0.608174765,0.070512183,0.403508772,0.517241379
2.47964E-4,69.259892377,0.610788178,0.069517653,0.403508772,0.551724138
2.49676E-4,69.508662154,0.612422288,0.068523123,0.403508772,0.551724138
2.51924E-4,69.759433294,0.614547526,0.067528593,0.403508772,0.551724138
2.5382E-4,70.012380987,0.616322267,0.066534063,0.403508772,0.551724138
2.55408E-4,70.266932236,0.617796609,0.065539533,0.421052632,0.551724138
2.5709E-4,70.523092797,0.619344593,0.064545002,0.421052632,0.551724138
2.59932E-4,70.755748099,0.6219332,0.063649925,0.421052632,0.551724138
2.6078E-4,71.016244641,0.622698741,0.062655395,0.421052632,0.551724138
2.62269E-4,71.251663008,0.62403546,0.061760318,0.421052632,0.551724138
2.64938E-4,71.515666451,0.626408607,0.060765788,0.438596491,0.551724138
2.66683E-4,71.754998121,0.627943415,0.059870711,0.438596491,0.551724138
2.68589E-4,72.022330753,0.629605857,0.058876181,0.456140351,0.551724138
2.71281E-4,72.265439175,0.631928596,0.057981104,0.456140351,0.551724138
2.73422E-4,72.51066629,0.633755104,0.057086027,0.456140351,0.551724138
2.766E-4,72.758385058,0.636432841,0.05619095,0.456140351,0.586206897
2.78348E-4,73.008393889,0.637889689,0.055295873,0.473684211,0.586206897
2.80394E-4,73.25971394,0.639579084,0.054400796,0.473684211,0.586206897
2.82103E-4,73.512926799,0.64097872,0.053505719,0.49122807,0.586206897
2.83577E-4,73.767373225,0.642177085,0.052610641,0.49122807,0.586206897
2.85268E-4,74.023381324,0.643542153,0.051715564,0.49122807,0.586206897
2.86695E-4,74.252264615,0.644685677,0.05091994,0.49122807,0.620689655
2.89564E-4,74.512165783,0.646963337,0.050024863,0.49122807,0.620689655
2.93264E-4,74.774411391,0.649857854,0.049129786,0.50877193,0.620689655
2.95313E-4,75.009659287,0.651440997,0.048334162,0.50877193,0.620689655
2.97897E-4,75.276775204,0.65341606,0.047439085,0.50877193,0.620689655
3.0061E-4,75.516123759,0.655466931,0.046643461,0.50877193,0.620689655
3.03268E-4,75.757968895,0.65745229,0.045847837,0.50877193,0.620689655
3.08003E-4,76.003068679,0.660932188,0.045052213,0.50877193,0.620689655
3.10603E-4,76.250785082,0.662813611,0.044256589,0.50877193,0.620689655
3.12128E-4,76.500030855,0.663907268,0.043460965,0.50877193,0.620689655
3.13831E-4,76.75042772,0.665120201,0.042665341,0.50877193,0.620689655
3.15195E-4,77.002051192,0.666085892,0.041869717,0.50877193,0.620689655
3.17604E-4,77.255570442,0.667777421,0.041074092,0.50877193,0.620689655
3.21284E-4,77.511324712,0.67032783,0.040278468,0.50877193,0.620689655
3.23227E-4,77.76928862,0.671658654,0.039482844,0.50877193,0.620689655
3.27591E-4,78.030196867,0.674609953,0.03868722,0.50877193,0.620689655
3.30806E-4,78.260610131,0.676749567,0.037991049,0.50877193,0.655172414
3.33589E-4,78.526252152,0.6785799,0.037195425,0.50877193,0.655172414
3.36209E-4,78.761137057,0.680283453,0.036499254,0.526315789,0.655172414
3.40055E-4,79.031840458,0.682752339,0.03570363,0.526315789,0.655172414
3.44736E-4,79.272355774,0.685706253,0.035007459,0.543859649,0.655172414
3.49137E-4,79.515516282,0.688433676,0.034311288,0.578947368,0.655172414
3.51399E-4,79.760818222,0.689817396,0.033615117,0.578947368,0.655172414
3.54484E-4,80.007567293,0.691684332,0.032918946,0.596491228,0.655172414
3.56713E-4,80.256576576,0.693019359,0.032222775,0.596491228,0.655172414
3.59635E-4,80.507968016,0.694752667,0.031526604,0.596491228,0.655172414
3.62562E-4,80.761180651,0.696468773,0.030830433,0.596491228,0.655172414
3.63589E-4,81.015410576,0.697066536,0.030134262,0.596491228,0.655172414
3.6687E-4,81.271670908,0.698960018,0.029438091,0.596491228,0.655172414
3.70731E-4,81.530218521,0.701158117,0.028741919,0.596491228,0.655172414
3.73446E-4,81.753553014,0.702684862,0.028145201,0.614035088,0.655172414
3.75341E-4,82.015771556,0.703741292,0.02744903,0.614035088,0.655172414
3.79135E-4,82.280072163,0.705834088,0.026752859,0.614035088,0.655172414
3.81584E-4,82.508555992,0.707169016,0.026156141,0.614035088,0.655172414
3.85878E-4,82.777139268,0.709480644,0.02545997,0.614035088,0.655172414
3.91826E-4,83.01049388,0.712623759,0.024863252,0.614035088,0.655172414
3.9685E-4,83.286311236,0.715225475,0.024167081,0.614035088,0.655172414
4.04003E-4,83.526935803,0.718850196,0.023570363,0.614035088,0.655172414
4.11516E-4,83.772333732,0.722559049,0.022973645,0.631578947,0.655172414
4.13705E-4,84.020321631,0.723621218,0.022376927,0.631578947,0.655172414
4.18337E-4,84.26991782,0.725842414,0.021780209,0.649122807,0.655172414
4.22034E-4,84.52257435,0.727589815,0.021183491,0.649122807,0.655172414
4.23916E-4,84.776753255,0.728470692,0.020586773,0.666666667,0.655172414
4.33354E-4,85.033901482,0.732804476,0.019990055,0.666666667,0.655172414
4.36615E-4,85.251695108,0.734269645,0.01949279,0.666666667,0.655172414
4.40907E-4,85.515026374,0.736174079,0.018896072,0.666666667,0.655172414
4.4483E-4,85.78113006,0.73789072,0.018299354,0.666666667,0.655172414
4.50198E-4,86.004784789,0.740204039,0.017802089,0.666666667,0.655172414
4.54674E-4,86.276550277,0.742102042,0.01720537,0.666666667,0.655172414
4.60598E-4,86.505829703,0.744571833,0.016708105,0.666666667,0.655172414
4.66838E-4,86.783949876,0.747122778,0.016111387,0.666666667,0.655172414
4.68521E-4,87.017864517,0.747802088,0.015614122,0.666666667,0.655172414
4.73459E-4,87.254225018,0.749773995,0.015116857,0.666666667,0.655172414
4.81297E-4,87.540463661,0.752841995,0.014520139,0.666666667,0.689655172
4.93094E-4,87.785702077,0.757320023,0.014022874,0.666666667,0.689655172
