Raw value,Corresponding cumulative value,Corresponding logistic value,Fractional area,Training omission,Test omission
1.35899E-8,0.000001359,0.000070316,1,0,0
5.38027E-8,0.000006739,0.000278325,0.999900557,0,0
8.81514E-8,0.000015554,0.000455933,0.999801114,0,0
1.1467E-7,0.000027021,0.000593011,0.999701671,0,0
1.42441E-7,0.000054198,0.000736523,0.999502784,0,0
1.60689E-7,0.000101657,0.000830795,0.999204455,0,0
2.21646E-7,0.000259478,0.001145598,0.99840891,0,0
2.75548E-7,0.000517076,0.001423796,0.997414479,0,0
3.39222E-7,0.001019096,0.001752233,0.995823389,0,0
5.49999E-7,0.002538565,0.002837902,0.992442323,0,0.035714286
7.39779E-7,0.005041366,0.003813402,0.988564041,0,0.035714286
1.04192E-6,0.010019713,0.005362507,0.982995227,0,0.035714286
1.65114E-6,0.025069244,0.008471493,0.971658711,0,0.035714286
2.4868E-6,0.050233502,0.012704534,0.959327765,0,0.035714286
3.76945E-6,0.10013973,0.019131901,0.943516309,0,0.071428571
5.51862E-6,0.200124802,0.027763375,0.922136038,0,0.071428571
6.77477E-6,0.300568364,0.033868888,0.905827367,0,0.071428571
8.12248E-6,0.400403603,0.040334679,0.892501989,0,0.071428571
9.12149E-6,0.500026689,0.045071941,0.88106603,0,0.071428571
9.90482E-6,0.600100835,0.048753906,0.870624503,0,0.071428571
1.08044E-5,0.700476549,0.0529476,0.86097852,0,0.071428571
1.1232E-5,0.751090259,0.054927989,0.856404137,0,0.071428571
1.15896E-5,0.800287564,0.056577452,0.852128083,0,0.071428571
1.22444E-5,0.90037113,0.059583669,0.843774861,0,0.071428571
1.29652E-5,1.001164286,0.062870748,0.835819411,0,0.071428571
1.37488E-5,1.100306939,0.066418202,0.828460621,0,0.071428571
1.43689E-5,1.200159496,0.069206403,0.821400159,0,0.071428571
1.51186E-5,1.30058404,0.072555293,0.814638027,0,0.071428571
1.58575E-5,1.401174842,0.07583247,0.808174224,0,0.071428571
1.63406E-5,1.500963485,0.07796242,0.802008751,0,0.071428571
1.78126E-5,1.751354457,0.08439285,0.787390613,0,0.071428571
1.9417E-5,2.001503115,0.091300466,0.773965792,0.017241379,0.071428571
2.07552E-5,2.251222436,0.096982456,0.761634845,0.017241379,0.071428571
2.19178E-5,2.500894452,0.101861693,0.75,0.017241379,0.071428571
2.31871E-5,2.751031423,0.107128711,0.738961814,0.017241379,0.071428571
2.44629E-5,3.001230558,0.112360818,0.728520286,0.017241379,0.071428571
