variable,x,y
bio_asc_22,0.4,0.002426187042146921
bio_asc_22,0.41440000000000005,0.002426187042146921
bio_asc_22,0.4288,0.002426187042146921
bio_asc_22,0.44320000000000004,0.002426187042146921
bio_asc_22,0.4576,0.002426187042146921
bio_asc_22,0.47200000000000003,0.002426187042146921
bio_asc_22,0.4864,0.002426187042146921
bio_asc_22,0.5008,0.002426187042146921
bio_asc_22,0.5152,0.002426187042146921
bio_asc_22,0.5296000000000001,0.002426187042146921
bio_asc_22,0.544,0.002426187042146921
bio_asc_22,0.5584,0.002426187042146921
bio_asc_22,0.5728,0.002426187042146921
bio_asc_22,0.5871999999999999,0.002426187042146921
bio_asc_22,0.6016,0.002426187042146921
bio_asc_22,0.616,0.002426187042146921
bio_asc_22,0.6304,0.002426187042146921
bio_asc_22,0.6448,0.002426187042146921
bio_asc_22,0.6592,0.002426187042146921
bio_asc_22,0.6736,0.002426187042146921
bio_asc_22,0.688,0.002426187042146921
bio_asc_22,0.7024,0.002426187042146921
bio_asc_22,0.7168,0.002426187042146921
bio_asc_22,0.7312000000000001,0.002426187042146921
bio_asc_22,0.7456,0.002426187042146921
bio_asc_22,0.76,0.002426187042146921
bio_asc_22,0.7744,0.002426187042146921
bio_asc_22,0.7888,0.002426187042146921
bio_asc_22,0.8031999999999999,0.002426187042146921
bio_asc_22,0.8176,0.002426187042146921
bio_asc_22,0.832,0.002426187042146921
bio_asc_22,0.8464,0.002426187042146921
bio_asc_22,0.8608,0.002426187042146921
bio_asc_22,0.8752,0.002426187042146921
bio_asc_22,0.8896,0.002426187042146921
bio_asc_22,0.9039999999999999,0.002426187042146921
bio_asc_22,0.9184,0.002426187042146921
bio_asc_22,0.9328,0.002426187042146921
bio_asc_22,0.9471999999999999,0.002426187042146921
bio_asc_22,0.9615999999999999,0.002426187042146921
bio_asc_22,0.976,0.002426187042146921
bio_asc_22,0.9904,0.002426187042146921
bio_asc_22,1.0048,0.002440759912133217
bio_asc_22,1.0192,0.0024850047193467617
bio_asc_22,1.0335999999999999,0.0025300495326519012
bio_asc_22,1.048,0.0025759085547178984
bio_asc_22,1.0624,0.0026225969195365906
bio_asc_22,1.0768,0.0026701290626078844
bio_asc_22,1.0912,0.002718520350754261
bio_asc_22,1.1056,0.002767786383628845
bio_asc_22,1.1199999999999999,0.002817942528054118
