variable,x,y
bio_asc_17,156.5,0.24135275185108185
bio_asc_17,158.432,0.24135275185108185
bio_asc_17,160.364,0.24135275185108185
bio_asc_17,162.296,0.24135275185108185
bio_asc_17,164.228,0.24135275185108185
bio_asc_17,166.16,0.24135275185108185
bio_asc_17,168.092,0.24135275185108185
bio_asc_17,170.024,0.24135275185108185
bio_asc_17,171.956,0.24135275185108185
bio_asc_17,173.888,0.24135275185108185
bio_asc_17,175.82,0.24135275185108185
bio_asc_17,177.752,0.24135275185108185
bio_asc_17,179.684,0.24135275185108185
bio_asc_17,181.61599999999999,0.24135275185108185
bio_asc_17,183.548,0.24135275185108185
bio_asc_17,185.48,0.24135275185108185
bio_asc_17,187.412,0.24135275185108185
bio_asc_17,189.344,0.24135275185108185
bio_asc_17,191.276,0.24135275185108185
bio_asc_17,193.208,0.24135275185108185
bio_asc_17,195.14,0.24135275185108185
bio_asc_17,197.072,0.24135275185108185
bio_asc_17,199.004,0.24135275185108185
bio_asc_17,200.936,0.24135275185108185
bio_asc_17,202.868,0.24135275185108185
bio_asc_17,204.8,0.24135275185108185
bio_asc_17,206.732,0.24135275185108185
bio_asc_17,208.664,0.24135275185108185
bio_asc_17,210.596,0.24135275185108185
bio_asc_17,212.528,0.24135275185108185
bio_asc_17,214.46,0.24135275185108185
bio_asc_17,216.392,0.24135275185108185
bio_asc_17,218.324,0.24135275185108185
bio_asc_17,220.256,0.24135275185108185
bio_asc_17,222.188,0.24135275185108185
bio_asc_17,224.12,0.24135275185108185
bio_asc_17,226.05200000000002,0.24135275185108185
bio_asc_17,227.98399999999998,0.24135275185108185
bio_asc_17,229.916,0.24135275185108185
bio_asc_17,231.848,0.24135275185108185
bio_asc_17,233.78,0.24135275185108185
bio_asc_17,235.712,0.24135275185108185
bio_asc_17,237.644,0.24227415025234222
bio_asc_17,239.576,0.24505272507667542
bio_asc_17,241.50799999999998,0.24785271286964417
bio_asc_17,243.44,0.2506740689277649
bio_asc_17,245.372,0.2535167336463928
bio_asc_17,247.304,0.2563806176185608
bio_asc_17,249.236,0.25926557183265686
bio_asc_17,251.168,0.26217159628868103
bio_asc_17,253.1,0.265098512172699
bio_asc_17,255.03199999999998,0.26804620027542114
bio_asc_17,256.964,0.27101460099220276
bio_asc_17,258.896,0.2740035951137543
bio_asc_17,260.828,0.27701303362846375
bio_asc_17,262.76,0.28004273772239685
bio_asc_17,264.692,0.28309258818626404
bio_asc_17,266.624,0.28616249561309814
bio_asc_17,268.556,0.28925225138664246
bio_asc_17,270.488,0.29236170649528503
bio_asc_17,272.42,0.29549071192741394
bio_asc_17,274.352,0.2986389994621277
bio_asc_17,276.284,0.3018065094947815
bio_asc_17,278.216,0.30499303340911865
bio_asc_17,280.148,0.30819833278656006
bio_asc_17,282.08,0.3114221692085266
bio_asc_17,284.012,0.31466442346572876
bio_asc_17,285.94399999999996,0.3179248869419098
bio_asc_17,287.876,0.3212032616138458
bio_asc_17,289.808,0.32449936866760254
bio_asc_17,291.74,0.32781293988227844
bio_asc_17,293.672,0.3311437964439392
bio_asc_17,295.60400000000004,0.33449164032936096
bio_asc_17,297.536,0.337856262922287
bio_asc_17,299.46799999999996,0.34123730659484863
bio_asc_17,301.4,0.34463462233543396
bio_asc_17,303.332,0.3480479121208191
bio_asc_17,305.264,0.35147684812545776
bio_asc_17,307.196,0.3549211919307709
bio_asc_17,309.128,0.35838058590888977
bio_asc_17,311.06,0.36185482144355774
bio_asc_17,312.99199999999996,0.3653435707092285
bio_asc_17,314.924,0.3688465356826782
bio_asc_17,316.856,0.37236329913139343
bio_asc_17,318.788,0.3758936822414398
bio_asc_17,320.72,0.37943729758262634
bio_asc_17,322.652,0.38299381732940674
bio_asc_17,324.584,0.38656291365623474
bio_asc_17,326.51599999999996,0.3901441991329193
bio_asc_17,328.448,0.39373740553855896
bio_asc_17,330.38,0.39734214544296265
bio_asc_17,332.312,0.4009580612182617
bio_asc_17,334.244,0.40458473563194275
bio_asc_17,336.176,0.40822193026542664
bio_asc_17,338.108,0.41186919808387756
bio_asc_17,340.03999999999996,0.4155261516571045
bio_asc_17,341.972,0.4191924035549164
bio_asc_17,343.904,0.42286762595176697
bio_asc_17,345.836,0.4265514314174652
bio_asc_17,347.76800000000003,0.4302434027194977
bio_asc_17,349.7,0.43394315242767334
bio_asc_17,351.632,0.437650203704834
bio_asc_17,353.56399999999996,0.4413642883300781
bio_asc_17,355.496,0.44508495926856995
bio_asc_17,357.428,0.44881176948547363
bio_asc_17,359.36,0.45254430174827576
bio_asc_17,361.29200000000003,0.45628222823143005
bio_asc_17,363.224,0.4600251019001007
bio_asc_17,365.156,0.4637724757194519
bio_asc_17,367.08799999999997,0.4675239622592926
bio_asc_17,369.02,0.4712790548801422
bio_asc_17,370.952,0.47503745555877686
bio_asc_17,372.884,0.47879868745803833
bio_asc_17,374.81600000000003,0.4825623035430908
bio_asc_17,376.748,0.4863278865814209
bio_asc_17,378.68,0.4900950491428375
bio_asc_17,380.61199999999997,0.4938633441925049
bio_asc_17,382.544,0.49763232469558716
bio_asc_17,384.476,0.5014016032218933
bio_asc_17,386.408,0.5051706433296204
bio_asc_17,388.34000000000003,0.5089391469955444
bio_asc_17,390.272,0.5127066373825073
bio_asc_17,392.204,0.5164726972579956
bio_asc_17,394.13599999999997,0.5202368497848511
bio_asc_17,396.068,0.5211179256439209
bio_asc_17,398.0,0.5213300585746765
bio_asc_17,399.932,0.5215421319007874
bio_asc_17,401.86400000000003,0.521754264831543
bio_asc_17,403.796,0.5219663381576538
bio_asc_17,405.728,0.5221784114837646
bio_asc_17,407.65999999999997,0.5223904848098755
bio_asc_17,409.592,0.5226024985313416
bio_asc_17,411.524,0.5228145718574524
bio_asc_17,413.456,0.5230265855789185
bio_asc_17,415.388,0.5232386589050293
bio_asc_17,417.32,0.5234506726264954
bio_asc_17,419.252,0.5236626863479614
bio_asc_17,421.184,0.5238747000694275
bio_asc_17,423.116,0.5240866541862488
bio_asc_17,425.048,0.5242986679077148
bio_asc_17,426.98,0.5245106220245361
bio_asc_17,428.912,0.5247226357460022
bio_asc_17,430.844,0.5249345898628235
bio_asc_17,432.776,0.5251465439796448
bio_asc_17,434.708,0.5253584980964661
bio_asc_17,436.64,0.5255703926086426
bio_asc_17,438.572,0.5257823467254639
bio_asc_17,440.504,0.5259942412376404
bio_asc_17,442.436,0.5262061357498169
bio_asc_17,444.368,0.5264180898666382
bio_asc_17,446.3,0.5266299247741699
bio_asc_17,448.232,0.5268418192863464
bio_asc_17,450.164,0.527053713798523
bio_asc_17,452.096,0.5272655487060547
bio_asc_17,454.028,0.5274773836135864
bio_asc_17,455.96,0.5276892185211182
bio_asc_17,457.892,0.5279010534286499
bio_asc_17,459.824,0.5281128883361816
bio_asc_17,461.756,0.5283247232437134
bio_asc_17,463.688,0.5285364985466003
